id,country,area,well_name,field,block,state,latitude,longitude,northing,easting,northingWGS84,eastingWGS84,well_type,location,total_depth,result,rt_elevation,water_depth,ss_wellhead,platform,slot,spheroid,epsg_code,drilling_contractor_id,license_id,operator_id,region_id,rig_id,onhire_date,release_date,spud_date,total_days
917948820,UK,UK,30/7a-P14,Joanne,30/7a,NULL,56.6974252777778,2.33845555555556,NULL,NULL,NULL,NULL,Development,Offshore,6725.1,NULL,52.1,75,0,NULL,NULL,NULL,NULL,56,NULL,70,-2053140859,45,NULL,NULL,"1998-12-04 12:00:00.000000",NULL
917951195,UK,UK,30/7a-P13Z,Joanne,30/7a,NULL,58.6973516666667,2.33822222222222,6506542,461647,NULL,NULL,Development,Offshore,7916.9,NULL,58.2,75,0,NULL,NULL,WGS-84,NULL,61,NULL,70,-2053140859,42,NULL,NULL,"1996-05-27 12:00:00.000000",94
919524710,Pakistan,Sindh,"Khipro 1",Miano,"Block 20",Sindh,27.4972388888889,69.3589305555556,3041562.249,535453.527,3041562.249,535453.527,Exploration,Land,4188,Gas,8.2,-60.2,0,NULL,NULL,"Everest 1830",NULL,48,NULL,62,153800183,NULL,NULL,NULL,"1995-03-26 12:00:00.000000",126
920211365,Pakistan,Pakistan,"Gajwaro 1",NULL,"SW Miano",Sindh,26.999,68.76191666666666,2986346.764,476378.268,2986346.764,476378.268,Exploration,Land,3598,"Dry Hole P&A",8.1,-50,0,NULL,NULL,"Everest 1830",NULL,45,NULL,62,153800183,51,NULL,NULL,"1999-01-07 12:00:00.000000",59
920365618,Pakistan,Pakistan,"Hamza X-1",NULL,2768-3,Sindh,28.0884722222222,68.8988888888889,3107007.082,490066.629,3107007.082,490066.629,Exploration,Land,1346.3,"Dry Hole P&A",5,-62,0,NULL,NULL,"Everest 1830",NULL,53,NULL,64,153800183,49,NULL,NULL,"1998-02-05 12:00:00.000000",38
925036713,Pakistan,Pakistan,"Hasan X-1",NULL,"Block 22",Sindh,27.8996861111111,68.7065833333333,3086124.766,471123.79,3086124.766,471123.79,Exploration,Land,1132,"Dry Hole P&A",5.4,-61.8,0,NULL,NULL,"Everest 1830",NULL,53,NULL,64,153800183,49,NULL,NULL,"1999-02-20 12:00:00.000000",24
926637532,Pakistan,Pakistan,"Suri 2",Suri,"Suri D&P",Sindh,27.8658111111111,70.027625,1126841.718,2352364.526,3082761.79786418,601166.646397943,Development,Land,1230,Gas,8,-76,0,NULL,NULL,NULL,NULL,62,1102307021,94,153800183,105,NULL,"2002-01-31 16:00:00.000000","2002-01-08 11:00:00.000000",NULL
930899209,Pakistan,Pakistan,"Basira 1",NULL,Gambat,Sindh,26.900446944444443,68.81999166666667,1024221.909,2229374.948,2975421.608204942,482124.7215708149,Exploration,Land,3415,"Dry Hole P&A",9.1,-50.8,0,NULL,NULL,"Everest 1830",NULL,45,1028535760,17,153800183,51,NULL,NULL,"1999-06-30 23:00:00.000000",42
931243800,Pakistan,Pakistan,"Gulan 1",NULL,"Block 34",Balochistan,31.1922222222222,70.1682611111111,3451493.073,611308.545,3451493.073,611308.545,Exploration,Land,3757,NULL,7.6,-760,0,NULL,NULL,"Everest 1830",NULL,65,NULL,17,153800183,86,NULL,NULL,"1996-11-13 12:00:00.000000",157
932892687,Pakistan,Pakistan,"Dhodak 8",Dhodak,"Safed Koh",Punjab,30.920908333333333,70.39118888888889,3421665.999,632927.023,3421665.999,632927.023,Development,Land,2254,NULL,8.5,-425.2,0,NULL,NULL,"Everest 1830",NULL,43,NULL,59,153800183,33,NULL,NULL,"1991-12-22 12:00:00.000000",90
938604178,Italy,Italy,"Monte Grosso 1",NULL,"Serra San Bernado",Potenza,40.6077333333333,15.8849583333333,NULL,NULL,NULL,NULL,Exploration,Land,5028,NULL,11,-1084,0,NULL,NULL,NULL,NULL,51,NULL,16,-2040741898,32,NULL,NULL,"1998-08-30 12:00:00.000000",350
938701774,Italy,Italy,"San Gregorio Magno 1",NULL,"San Gregorio Magno",Salerno,40.7029722222222,15.3726388888889,NULL,NULL,NULL,NULL,Exploration,Land,5901,NULL,13,-796,0,NULL,NULL,NULL,NULL,51,NULL,16,-2040741898,NULL,NULL,NULL,"1996-04-06 12:00:00.000000",334
938767482,Italy,Italy,"San Fele 1",NULL,"Monte Caruso",Salerno,40.7882944444444,15.5768416666667,NULL,NULL,NULL,NULL,Exploration,Land,5315,NULL,9.3,-1055.3,0,NULL,NULL,NULL,NULL,58,NULL,86,-2040741898,94,NULL,NULL,"1992-11-15 12:00:00.000000",279
938935720,Italy,Italy,"Monte Foi 1",NULL,Baragiano,Potenza,40.6328055555556,15.7009861111111,NULL,NULL,NULL,NULL,Exploration,Land,5759,NULL,12.4,-1106,0,NULL,NULL,NULL,NULL,58,NULL,31,-2040741898,95,NULL,NULL,"1996-05-15 12:00:00.000000",579
938960576,Italy,Italy,"Brindisi di Montagna 1",NULL,NULL,Potenza,40.5883333333333,15.9170555555556,NULL,NULL,NULL,NULL,Exploration,Land,1795,NULL,4.7,-952,0,NULL,NULL,NULL,NULL,NULL,NULL,28,-2040741898,NULL,NULL,NULL,"1968-09-24 12:00:00.000000",84
939035075,Italy,Italy,"Tempa Rossa 2",NULL,"Torrente Sauro",Potenza,40.3957361111111,16.0760027777778,NULL,NULL,NULL,NULL,Exploration,Land,5037,NULL,8.1,-1025.4,0,NULL,NULL,NULL,NULL,51,NULL,45,-2040741898,70,NULL,NULL,"1990-09-17 12:00:00.000000",315
939284261,Italy,Italy,"Tempa d Emma 1",NULL,"Tempa d'Emma",Potenza,40.4328583333333,16.0689444444444,NULL,NULL,NULL,NULL,Exploration,Land,6200,NULL,9.4,-984.3,0,NULL,NULL,NULL,NULL,58,NULL,35,-2040741898,93,NULL,NULL,"1997-03-14 12:00:00.000000",269
942400875,Israel,Israel,"Or 1",NULL,"Med Yavne",Offshore,31.8177888888889,34.233325,3520901.6755610616,616727.9627577071,3520901.676,616727.963,Exploration,Offshore,2019.9,Gas,21.9,697.1,1,NULL,NULL,WGS-84,NULL,6,NULL,43,1909380744,9,NULL,NULL,"1999-10-06 08:30:00.000000",17
942473579,Israel,Israel,"Yam Yafo 1",NULL,"Med Tel Aviv",Offshore,32.209944444444446,34.61058333333333,3564844.17,651789.239,3564844.17,651789.239,Exploration,Offshore,5785.1,"Oil & Gas Show P&A",25.9,159.1,1,NULL,NULL,WGS-84,NULL,72,NULL,43,1909380744,13,NULL,NULL,"1994-01-24 12:00:00.000000",200
942477099,Israel,Israel,"Or South 1",NULL,"Med Yavne",Offshore,31.79105,34.1976388888889,3517899.888696439,613382.8865439548,3517899.889,613382.887,Exploration,Offshore,2090,"Gas Show P&A",22,722,1,NULL,NULL,WGS-84,NULL,6,NULL,43,1909380744,9,NULL,NULL,"1999-11-08 12:00:00.000000",NULL
942561336,Israel,Israel,"Yam West 2",NULL,"Med Yavne",Offshore,31.870430555555554,34.23459166666667,3526738.43,616781.503,3526738.43,616781.503,Exploration,Offshore,3209.8,"Dry Hole P&A",21.9,766,1,NULL,NULL,WGS-84,NULL,6,NULL,43,1909380744,9,NULL,NULL,"1999-08-04 12:00:00.000000",59
942564521,Egypt,Egypt,"Simian 1",NULL,"West Delta Deep Marine",Offshore,32.12918222222222,30.794937222222224,3550751.614,263393.874,0,-3393618.6363512273,Exploration,Offshore,2265,Gas,22,587,1,NULL,NULL,Helmert,NULL,6,2005899409,14,1909380744,9,NULL,NULL,"1999-06-21 12:00:00.000000",26
942756469,Israel,Israel,"Yam 1",NULL,Negev-Ashquelon,Offshore,31.886556666666667,34.491275,3528831.165,641039.142,3528831.165,641039.142,Exploration,Offshore,3368,"Dry Hole P&A",12.5,93.6,0,NULL,NULL,WGS-84,NULL,69,NULL,43,1909380744,74,NULL,NULL,"1989-02-11 12:00:00.000000",135
943264447,Israel,Israel,"Bravo 1",NULL,NULL,Offshore,31.7642027777778,34.4369333333333,3515198.229,636078.641,3515198.229,636078.641,Exploration,Offshore,4095.9,Drilling,12.8,73.5,1,NULL,NULL,WGS-84,NULL,NULL,NULL,12,1909380744,129,NULL,NULL,"1970-01-15 12:00:00.000000",79
943792147,Israel,Israel,"Til 1",NULL,NULL,Offshore,31.482022222222223,34.11004444444445,3483557.538,605437.803,3483557.538,605437.803,Exploration,Offshore,4804,"Dry Hole P&A",15.1,71.7,1,NULL,NULL,WGS-84,NULL,60,NULL,60,1909380744,133,NULL,NULL,"1976-11-13 12:00:00.000000",164
943800271,Israel,Israel,"Delta 1A",NULL,NULL,Offshore,32.3789944444444,34.6841888888889,3583692.817,658432.609,3583692.817,658432.609,Exploration,Offshore,4423,"Dry Hole P&A",12.7,130,1,NULL,NULL,WGS-84,NULL,NULL,NULL,12,1909380744,129,NULL,NULL,"1970-04-07 12:00:00.000000",176
943882467,Israel,Israel,"Yam 2",NULL,NULL,Offshore,31.877983333333333,34.48632222222222,3527874.319,640583.705,3527874.319,640583.705,Exploration,Offshore,5370,"Dry Hole P&A",13.2,92.8,0,NULL,NULL,WGS-84,NULL,69,NULL,43,1909380744,74,NULL,NULL,"1989-10-06 12:00:00.000000",229
943882904,Israel,Israel,"Yam West 1",NULL,NULL,Offshore,31.943025277777778,34.335433333333334,3534898.845,626221.823,3534898.845,626221.823,Exploration,Offshore,5250,"Dry Hole P&A",26,660,1,NULL,NULL,WGS-84,NULL,72,NULL,43,1909380744,13,NULL,NULL,"1994-11-13 12:00:00.000000",136
944130955,Israel,Israel,"Sedom Deep 1",NULL,Tamar,NULL,31.0337194444444,35.3735583333333,3435758.938,726545.072,3435758.938,726545.072,Exploration,Land,6448,"Dry Hole P&A",9.8,-267.3,0,NULL,NULL,WGS-84,NULL,32,NULL,42,1909380744,31,NULL,NULL,"1992-02-19 12:00:00.000000",437
944658422,Egypt,Egypt,"Mango 1",NULL,"North Sinai 27",Offshore,31.50808333333333,33.65691111111111,3486099.442,562378.375,3486099.442,562378.375,Exploration,Offshore,4635.5,"Dry Hole P&A",26,151.5,0,NULL,NULL,Helmert,NULL,61,NULL,88,1909380744,121,NULL,NULL,"1985-09-25 12:00:00.000000",130
944663547,Israel,Israel,"Foxtrot 1",NULL,"Yam Haifa",Offshore,32.8760627777778,34.8782855555556,3639111.193,675719.543,3639111.193,675719.543,Exploration,Offshore,2153,"Dry Hole P&A",12.7,43,1,NULL,NULL,WGS-84,NULL,71,NULL,12,1909380744,129,NULL,NULL,"1970-09-29 12:00:00.000000",41
944728635,Israel,Israel,"Gal 1",NULL,NULL,Offshore,31.339444444444442,33.74916666666667,3467464.232,571266.337,3467464.232,571266.337,Exploration,Offshore,2767,"Dry Hole P&A",21.3,109.8,0,NULL,NULL,"Clarke 1880",NULL,NULL,NULL,52,1909380744,NULL,NULL,NULL,"1969-05-29 12:00:00.000000",123
948794585,Israel,Israel,"Noa 1",NULL,Noa,Offshore,31.8083285277778,34.1762127777778,3519793.061,611333.582,3519793.061,611333.582,Exploration,Offshore,2179,Gas,22.3,778,1,NULL,NULL,WGS-84,NULL,6,NULL,74,1909380744,9,NULL,NULL,"1999-05-20 12:00:00.000000",35
951300085,Israel,Israel,"Nordan 4",NULL,"Shiqma Yam",Offshore,31.6269444444444,34.5006741666667,3500064.039,642324.987,3500064.039,642324.987,Exploration,Offshore,1470,"Dry Hole P&A",20.6,14,0,NULL,NULL,WGS-84,NULL,37,NULL,56,1909380744,76,NULL,NULL,"1995-11-30 12:00:00.000000",16
952323485,Israel,Israel,"Nahal Oz 1",NULL,NULL,Onshore,31.5136291666667,34.4898702777778,3487488.784,641471.278,3487488.784,641471.278,Exploration,Land,3749,"Dry Hole P&A",5.6,-45.7,0,NULL,NULL,WGS-84,NULL,NULL,NULL,60,1909380744,NULL,NULL,NULL,"1981-05-11 12:00:00.000000",98
952325952,Israel,Israel,"Ashqelon 1",NULL,NULL,Onshore,31.6615822222222,34.5532930555556,3503973.567,647261.317,3503973.567,647261.317,Exploration,Land,2192,Drilling,4.1,-38.7,0,NULL,NULL,WGS-84,NULL,NULL,NULL,44,1909380744,NULL,NULL,NULL,"1965-02-14 12:00:00.000000",25
975516816,India,"KG Basin",GS-29-1,NULL,NULL,"Bay of Bengal",16.5392327777778,82.3956511111111,1828953,648908,NULL,NULL,Exploration,Offshore,3000,"Oil & Gas",13,122,0,NULL,NULL,"Everest 1830",NULL,NULL,NULL,63,-46540566,NULL,NULL,NULL,"1992-07-19 12:00:00.000000",89
975517124,India,"KG Basin",GS-29-2,NULL,NULL,"Bay of Bengal",16.5738633333333,82.4255091666667,1832954.413,652087.768,1832954.413,652087.768,Exploration,Offshore,2700,"Dry Hole P&A",13,170,0,NULL,NULL,"Everest 1830",NULL,NULL,NULL,63,-46540566,NULL,NULL,NULL,"1994-05-21 12:00:00.000000",49
976989441,India,"Bay of Cambay",CB-E-1,NULL,CB-OS/2,Gujarat,21.3012502777778,72.52805,2357499,243553,NULL,NULL,Exploration,Offshore,1491,"Dry Hole P&A",29.8,16,0,NULL,NULL,WGS-84,NULL,39,-2059557770,23,-46540572,71,NULL,NULL,"2000-12-16 12:00:00.000000",11
977822730,India,"KG Basin",DWN-N-1,NULL,KG-DWN-98/2,"Bay of Bengal",16.485575,82.48355555555555,1823230.063,658353.874,658353.874,658353.874,Exploration,Offshore,3037.5,Gas,17.7,605,1,None,,WGS-84,NULL,29,1027067113,23,-46540566,35,"2001-01-17 11:00:00.000000","2001-03-08 20:30:00.000000","2001-01-23 22:30:00.000000",51
978020343,India,"Bay of Cambay",CB-B-1,Lakshmi,CB-OS/2,Gujarat,21.0434352777778,72.5808661111111,2328861.2612902466,248599.27957294037,2328861.261,248599.28,Exploration,Offshore,1315,"Oil & Gas",30,27,0,NULL,NULL,WGS-84,NULL,39,-2059557770,23,-46540572,71,NULL,NULL,"2000-12-28 18:30:00.000000",NULL
978712166,India,"Bay of Cambay",STD-6,"South Tapti",Tapti,Gujarat,20.5461369444444,71.9744969444444,2274844,184511,NULL,NULL,Development,Offshore,2528,Oil,30,25.8,0,NULL,NULL,WGS-84,NULL,54,NULL,30,-46540572,NULL,NULL,NULL,"1999-12-01 12:00:00.000000",20
979250709,India,"Bay of Cambay",CB-G-1,NULL,CB-OS/2,Gujarat,21.1706488888889,72.4909790555556,2343095,239476,NULL,NULL,Exploration,Offshore,1380,"Oil & Gas",33,14,0,NULL,NULL,WGS-84,NULL,54,-2059557770,23,-46540572,NULL,NULL,NULL,"2001-01-12 06:00:00.000000",NULL
979434775,Tunisia,"Gulf of Gabes","Hasdrubal 3",NULL,Amilcar,NULL,34.1586566666667,11.62074,3782851,741600,NULL,NULL,Exploration,Offshore,0,Gas,27,63,0,NULL,NULL,WGS-84,NULL,61,NULL,21,-1572552129,104,NULL,NULL,"1997-02-02 17:31:00.000000",NULL
982893436,India,"KG Basin",G-1-8,NULL,KG-OS-DW-IV,"Bay of Bengal",16.20225,82.1706388888889,1791664.069,625129.128,1791664.069,625129.128,Exploration,Offshore,2800,"Dry Hole P&A",17,504.4,0,NULL,NULL,WGS-84,NULL,46,NULL,63,-46540566,102,NULL,NULL,"1998-11-03 10:30:00.000000",NULL
983592647,India,Rajasthan,"Sanchor 1",NULL,Sanchor,Gujarat,0,0,NULL,NULL,NULL,NULL,Exploration,Land,3202,"Dry Hole P&A",5,-78,0,NULL,NULL,"Everest 1830",NULL,NULL,NULL,63,-46540572,NULL,NULL,NULL,"1989-05-27 00:01:00.000000",NULL
984153789,India,"KG Basin",KG-A-1,NULL,KG-OS/6,"Bay of Bengal",15.9183388888889,81.4746972222222,1759960,550810,NULL,NULL,Exploration,Offshore,4031,"Dry Hole P&A",17.7,309,1,NULL,NULL,WGS-84,NULL,29,-634050871,23,-46540566,35,NULL,NULL,"2001-03-11 21:00:00.000000",71
984166414,India,"KG Basin",KD-1-2,NULL,KG-OS-DW,"Bay of Bengal",15.5664,81.06535,1720974.992,507006.78,1720974.992,507006.78,Exploration,Offshore,1111,"Junked & Abandoned",17,650,1,NULL,NULL,WGS-84,NULL,46,1078992168,63,-46540566,102,NULL,NULL,"2001-01-03 21:00:00.000000",56
984386923,India,Rajasthan,"Guda 2",NULL,RJ-ON-90/1,Rajasthan,25.1548797222222,71.8300030555556,822709.195,2524696.595,2785899.462,180373.217,Exploration,Land,3707,Oil,8.9,-59,0,NULL,NULL,WGS-84,NULL,NULL,1032426399,77,-46540572,97,NULL,NULL,"1999-05-22 14:19:00.000000",111
985062339,India,"KG Basin",G-5-1,Godavari,KG-OS/6,"Bay of Bengal",16.1290916666667,81.8696111111111,1783411,592984,NULL,NULL,Exploration,Offshore,3001,"Dry Hole P&A",11.4,323.6,1,NULL,NULL,WGS-84,NULL,64,-634050871,63,-46540566,110,NULL,NULL,"1984-10-30 00:01:00.000000",60
986898226,India,"KG Basin",KG-6-1,NULL,KG-OS/6,"Bay of Bengal",16.201349999999998,81.94838611111112,0,0,NULL,NULL,Exploration,Offshore,833,"Junked & Abandoned",17.7,112.2,1,NULL,NULL,WGS-84,NULL,29,-634050871,23,-46540566,35,NULL,NULL,"2001-07-01 23:00:00.000000",52
987248042,India,"KG Basin",DWN-R-1,NULL,KG-DWN-98/2,"Bay of Bengal",16.2621861111111,82.3919722222222,1798443.3478618485,648745.9576546993,1798443.348,648745.958,Exploration,Offshore,2325,Gas,28.3,1017.7,1,NULL,NULL,WGS-84,NULL,33,1027067113,23,-46540566,65,NULL,NULL,"2001-05-04 22:30:00.000000",30.7
989377105,India,Rajasthan,RJ-H-1,NULL,RJ-ON-90/1,Rajasthan,25.4752805555556,71.7905305555555,2821466.99,177283.274,2821466.99,177283.274,Exploration,Land,1800,"Oil & Gas",9.2,-100,0,NULL,NULL,"Everest 1830",NULL,NULL,1032426399,23,-46540572,NULL,NULL,NULL,"2001-09-23 16:30:00.000000",32
993810038,India,"KG Basin",DWN-P-1,NULL,KG-DWN-98/2,"Bay of Bengal",16.3087277777778,82.289775,1803521.179,637791.037,1803521.179,637791.037,Exploration,Offshore,2585,"Oil & Gas",28,492,1,NULL,NULL,WGS-84,NULL,33,1027067113,23,-46540566,65,NULL,NULL,"2001-07-04 06:30:00.000000",28.9
996029910,India,"KG Basin",KG-6-1B,KG-OS/6,NULL,"Bay of Bengal",16.2018305555556,81.9483777777778,1791495.059,601369.879,1791495.059,601369.879,Exploration,Offshore,2983,"Dry Hole P&A",17.7,115,1,NULL,NULL,WGS-84,NULL,29,NULL,23,-46540566,35,NULL,NULL,"2001-07-25 08:29:00.000000",NULL
998048150,India,"KG Basin","Annapurna 2",Annapurna,KG-DWN-98/2,"Bay of Bengal",16.246133333333333,82.4261,1796692.294,652405.856,1796692.294,652405.856,Appraisal,Offshore,2575,"Gas Show P&A",28.3,1144,1,NULL,NULL,WGS-84,NULL,33,1027067113,23,-46540566,65,NULL,NULL,"2001-08-24 08:00:00.000000",35.44
1000620071,India,"KG Basin",DWN-M-1,NULL,KG-DWN-98/2,"Bay of Bengal",16.3845380555556,82.3609433333333,1811958.5709969644,645339.2861885829,1811958.571,645339.286,Exploration,Offshore,2722,"Oil & Gas",28.3,465,1,NULL,NULL,WGS-84,NULL,33,1027067113,23,-46540566,65,NULL,NULL,"2001-09-27 16:30:00.000000",28.5
1000745954,India,Ravva,RF-5,Ravva,PKGM-1,"Bay of Bengal",16.4623352777778,82.1771444444445,1820443,625658,NULL,NULL,Development,Offshore,2092,"Oil & Gas",34.2,15,0,NULL,NULL,WGS-84,NULL,24,605803028,23,-46540566,6,NULL,NULL,"2001-09-12 19:30:00.000000",32
1004379323,India,"KG Basin",DWN-Q-1,NULL,KG-DWN-98/2,"Bay of Bengal",16.2517194444444,82.2775416666667,1797205.513742223,636523.356675742,1797205.514,636523.357,Exploration,Offshore,2820,"Dry Hole P&A",28.3,680.4,1,NULL,NULL,WGS-84,NULL,35,1027067113,23,-46540566,65,NULL,NULL,"2001-11-06 19:00:00.000000",27.3
1005000038,India,Lakshmi,LB-1,Lakshmi,CB-OS/2,Gujarat,21.1034640277778,72.5170345,2335612,242066,NULL,NULL,Development,Offshore,1668,Gas,39,11.5,0,"Lakshmi B",NULL,WGS-84,NULL,NULL,-2059557770,23,-46540572,NULL,NULL,NULL,"2001-10-22 13:30:00.000000",NULL
1005594628,India,"Bay of Cambay",LB-3,Lakshmi,CB-OS/2,Gujarat,21.1034413888889,72.5170347222222,2335609,242066,NULL,NULL,Development,Offshore,1418,Gas,39,11.5,0,NULL,NULL,WGS-84,NULL,NULL,-2059557770,23,-46540572,NULL,NULL,NULL,"2001-11-12 11:50:00.000000",15.2
1005841352,India,"Bay of Cambay",LB-2,Lakshmi,CB-OS/2,Gujarat,21.1034416388889,72.5170587222222,2335609,242069,NULL,NULL,Development,Offshore,1835,Gas,39,11.5,0,NULL,NULL,WGS-84,NULL,NULL,-2059557770,23,-46540572,NULL,NULL,NULL,NULL,NULL
1005937682,India,"KG Basin",GS-12-1,NULL,KG-OS/6,"Bay of Bengal",16.1388333333333,81.6037166666667,1784244,564540,NULL,NULL,Exploration,Offshore,3150,"Dry Hole P&A",14,39,1,NULL,NULL,"Everest 1830",NULL,46,-634050871,63,-46540566,100,NULL,NULL,"1983-10-22 10:00:00.000000",79
1006275153,Israel,Israel,"Romi 1",NULL,"Marine Central",NULL,32.3011666666667,34.7614722222222,3575181.092,665845.615,3575181.092,665845.615,Exploration,Offshore,1483,"Dry Hole P&A",21.6,57,1,NULL,NULL,WGS-84,NULL,6,NULL,43,1909380744,123,NULL,NULL,"2000-12-14 00:01:00.000000",21
1008269836,Indonesia,Mahakam,"Aton 2",NULL,Rapak,Kalimantan,0.12353,118.03188,10013656,614828,NULL,NULL,Exploration,Offshore,4216.3,"Oil & Gas Show P&A",19.8,1304.8,0,NULL,NULL,WGS-84,NULL,64,NULL,96,248075237,114,NULL,NULL,"1999-06-29 12:00:00.000000",15
1008880230,India,Rajasthan,RJ-E-1,Barmer,RJ-ON-90/1,Raj,25.2786611111111,0,NULL,NULL,NULL,NULL,Exploration,Land,4160,"Dry Hole P&A",9.2,-50.7,0,NULL,NULL,WGS-84,NULL,NULL,1032426399,23,-46540572,NULL,NULL,NULL,NULL,63
1010429583,India,Lakshmi,CB-A-1,Lakshmi,CB-OS/2,Gujarat,21.065657777777776,72.52707944444444,0,0,2331408.191,243045.293,Exploration,Offshore,1325,"Gas & Condensate",28.5,20,0,NULL,NULL,WGS-84,NULL,NULL,-2059557770,23,-46540572,NULL,NULL,NULL,"2000-04-29 03:00:00.000000",11.97
